Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Matches
519,Trent Alexander-Arnold,engENG,DF,Liverpool,26-208,1998.0,24.9,93,3.73,71,14,4,4,0,0,10,0.4,9,1,0,0,0,0,Matches
520,Trevoh Chalobah,engENG,DF,Chelsea,25-302,1999.0,8.3,12,1.45,9,0,0,2,0,1,3,0.36,1,0,0,1,0,1,Matches
521,Trevoh Chalobah,engENG,DF,Crystal Palace,25-302,1999.0,11.8,11,0.93,10,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
522,Tyler Adams,usUSA,MF,Bournemouth,26-078,1999.0,18.0,36,2.0,31,0,0,1,0,4,4,0.22,3,0,0,0,0,1,Matches
523,Tyler Dibling,engENG,"FW,MF",Southampton,19-052,2006.0,18.9,55,2.92,34,1,11,5,4,0,4,0.21,2,0,1,1,0,0,Matches
524,Tyler Fredricson,engENG,DF,Manchester Utd,20-069,2005.0,1.0,2,2.0,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
525,Tyrell Malacia,nlNED,DF,Manchester Utd,25-259,1999.0,1.1,2,1.8,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
526,Tyrick Mitchell,engENG,DF,Crystal Palace,25-244,1999.0,31.7,66,2.08,61,1,0,3,1,0,5,0.16,5,0,0,0,0,0,Matches
527,Tyrique George,engENG,FW,Chelsea,19-088,2006.0,1.1,6,5.24,5,0,1,0,0,0,1,0.87,1,0,0,0,0,0,Matches
528,Tyrone Mings,engENG,DF,Aston Villa,32-051,1993.0,11.7,17,1.45,14,0,0,1,1,1,2,0.17,1,0,0,1,0,0,Matches
529,Valentino Livramento,engENG,DF,Newcastle Utd,22-172,2002.0,27.6,39,1.42,37,0,0,1,1,0,2,0.07,2,0,0,0,0,0,Matches
530,Victor Bernth Kristiansen,dkDEN,DF,Leicester City,22-138,2002.0,26.4,41,1.55,32,6,1,0,2,0,3,0.11,3,0,0,0,0,0,Matches
531,Victor Lindelöf,seSWE,DF,Manchester Utd,30-290,1994.0,5.2,4,0.77,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
532,Virgil van Dijk,nlNED,DF,Liverpool,33-299,1991.0,34.0,46,1.35,39,0,1,3,1,2,4,0.12,4,0,0,0,0,0,Matches
533,Vitaliy Mykolenko,uaUKR,DF,Everton,25-339,1999.0,30.2,37,1.22,35,0,1,1,0,0,3,0.1,2,0,0,1,0,0,Matches
534,Vitaly Janelt,deGER,MF,Brentford,26-358,1998.0,25.0,32,1.28,31,1,0,0,0,0,3,0.12,3,0,0,0,0,0,Matches
535,Vitezslav Jaros,czCZE,GK,Liverpool,23-284,2001.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
536,Vitor Reis,brBRA,DF,Manchester City,19-111,2006.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
537,Vladimír Coufal,czCZE,DF,West Ham,32-254,1992.0,9.6,13,1.35,9,4,0,0,0,0,1,0.1,0,1,0,0,0,0,Matches
538,Wataru Endo,jpJPN,MF,Liverpool,32-083,1993.0,1.9,3,1.58,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
539,Welington,brBRA,"DF,MF",Southampton,24-073,2001.0,2.4,6,2.51,5,1,0,0,0,0,1,0.42,1,0,0,0,0,0,Matches
540,Wes Burns,wlsWAL,"FW,DF",Ipswich Town,30-161,1994.0,10.3,16,1.55,12,0,1,1,2,0,1,0.1,1,0,0,0,0,0,Matches
541,Wesley Fofana,frFRA,DF,Chelsea,24-137,2000.0,13.0,15,1.15,12,1,1,1,0,0,0,0.0,0,0,0,0,0,0,Matches
542,Wilfred Ndidi,ngNGA,MF,Leicester City,28-138,1996.0,22.9,26,1.14,24,0,1,1,0,0,3,0.13,3,0,0,0,0,0,Matches
543,Will Alves,engENG,FW,Leicester City,20-089,2005.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
544,Will Hughes,engENG,MF,Crystal Palace,30-016,1995.0,20.8,61,2.94,38,15,1,2,5,0,6,0.29,2,3,0,1,0,0,Matches
545,Will Lankshear,engENG,"FW,MF",Tottenham,20-013,2005.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
546,William Osula,dkDEN,FW,Newcastle Utd,21-272,2003.0,1.2,2,1.73,1,0,0,0,0,1,0,0.0,0,0,0,0,0,0,Matches
547,William Saliba,frFRA,DF,Arsenal,24-040,2001.0,31.3,26,0.83,24,0,0,1,0,1,1,0.03,1,0,0,0,0,0,Matches
548,William Smallbone,ieIRL,MF,Southampton,25-071,2000.0,6.8,15,2.21,11,3,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
549,Willian,brBRA,"FW,MF",Fulham,36-267,1988.0,2.5,13,5.18,8,3,0,2,0,0,0,0.0,0,0,0,0,0,0,Matches
550,Willy Boly,ciCIV,DF,Nott'ham Forest,34-089,1991.0,1.7,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
551,Wilson Odobert,frFRA,FW,Tottenham,20-156,2004.0,6.0,12,2.01,10,0,0,2,0,0,1,0.17,1,0,0,0,0,0,Matches
552,Wout Faes,beBEL,DF,Leicester City,27-030,1998.0,27.3,14,0.51,12,0,0,1,0,1,0,0.0,0,0,0,0,0,0,Matches
553,Woyo Coulibaly,frFRA,DF,Leicester City,25-348,1999.0,1.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
554,Yankuba Minteh,gmGAM,"FW,MF",Brighton,20-285,2004.0,16.6,52,3.13,31,8,10,1,1,1,10,0.6,5,0,4,1,0,0,Matches
555,Yasin Ayari,seSWE,MF,Brighton,21-209,2003.0,19.3,58,3.0,35,11,3,3,4,2,6,0.31,4,2,0,0,0,0,Matches
556,Yehor Yarmoliuk,uaUKR,MF,Brentford,21-063,2004.0,12.5,21,1.68,18,0,2,1,0,0,2,0.16,2,0,0,0,0,0,Matches
557,Yerson Mosquera,coCOL,DF,Wolves,24-001,2001.0,4.9,5,1.02,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
558,Yoane Wissa,cdCOD,FW,Brentford,28-242,1996.0,28.4,60,2.11,36,0,3,10,10,1,8,0.28,7,0,0,0,1,0,Matches
559,Youri Tielemans,beBEL,MF,Aston Villa,27-361,1997.0,32.4,116,3.58,75,31,3,4,2,1,12,0.37,9,3,0,0,0,0,Matches
560,Youssef Chermiti,ptPOR,"FW,MF",Everton,20-344,2004.0,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
561,Yukinari Sugawara,jpJPN,"DF,MF",Southampton,24-309,2000.0,16.3,39,2.39,30,5,1,3,0,0,1,0.06,1,0,0,0,0,0,Matches
562,Yunus Emre Konak,trTUR,"FW,MF",Brentford,19-113,2006.0,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
563,Yves Bissouma,mlMLI,MF,Tottenham,28-246,1996.0,13.4,15,1.12,14,0,0,0,0,1,0,0.0,0,0,0,0,0,0,Matches
564,Zain Silcott-Duberry,msMSR,FW,Bournemouth,19-298,2005.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
565,Álex Moreno,esESP,"DF,MF",Nott'ham Forest,31-329,1993.0,10.6,16,1.51,15,1,0,0,0,0,2,0.19,2,0,0,0,0,0,Matches
566,İlkay Gündoğan,deGER,MF,Manchester City,34-191,1990.0,22.8,74,3.25,58,8,4,4,0,0,11,0.48,9,1,0,1,0,0,Matches
567,Łukasz Fabiański,plPOL,GK,West Ham,40-015,1985.0,11.9,3,0.25,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
